Year,Rank,player_name,team,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2019,2019,"DeAmicis, Matt",BRA,,1,0,0,0,0,0,0,0,0
2019,2019,"Delill, Riley",BRA,,16,0,0,0,14,0,0,0,0
2019,2019,"Dempers, Tristan (AP)",WHI,,2,0,0,0,0,0,0,0,0
2019,2019,"Dempers, Tristen",WHI,,19,0,0,0,6,0,0,0,0
2019,2019,"Dong AP, Chris",OAK,,1,0,0,0,2,0,0,0,0
2019,2019,"Doxtator, Isaac",SNA,,1,0,0,0,0,0,0,0,0
2019,2019,"Draper, Brett",ORA,,1,0,0,0,2,0,0,0,0
2019,2019,"Dunn (AP), Jack",KWE,,1,0,0,0,0,0,0,0,0
2019,2019,"Elliott, Darren (AP)",WHI,,2,0,0,0,0,0,0,0,0
2019,2019,"English, Ty",BUR,,1,0,0,0,0,0,0,0,0
2019,2019,"Essensa AP, Ryan",MIM,,2,0,0,0,0,0,0,0,0
2019,2019,"Ethier AP, Nate",NA,,1,0,0,0,2,0,0,0,0
2019,2019,"Fearn, Aiden",SNA,,1,0,0,0,0,0,0,0,0
2019,2019,"Ferguson, Jacob",PET,,1,0,0,0,0,0,0,0,0
2019,2019,"Ferris AP, Liam",MIM,,2,0,0,0,8,0,0,0,0
2019,2019,"Fletcher AP, Tye",KWE,,2,0,0,0,2,0,0,0,0
2019,2019,"Gowland, Sam",SNA,,2,0,0,0,0,0,0,0,0
2019,2019,"Hazelwood, Oliver",PET,,2,0,0,0,2,0,0,0,0
2019,2019,"Horsley, Andrew",BRA,,11,0,0,0,36,0,0,0,0
2019,2019,"Hulbert, Nick",OAK,,19,0,0,0,11,0,0,0,0
2019,2019,"Hyland, Quinn (AP)",WHI,,2,0,0,0,0,0,0,0,0
2019,2019,"Ielcoulson, Jacob",PET,,1,0,0,0,0,0,0,0,0
2019,2019,"Jackson, Trent",SCA,,9,0,0,0,2,0,0,0,0
2019,2019,"Jacobs, Myles",SNA,,1,0,0,0,0,0,0,0,0
2019,2019,"Jellton, Cade",PET,,1,0,0,0,0,0,0,0,0
2019,2019,"Johnson, Jacob",SCA,,4,0,0,0,21,0,0,0,0
2019,2019,"Kahn, Keegan",BUR,,1,0,0,0,0,0,0,0,0
2019,2019,"Keenan, Luke",WHI,,3,0,0,0,4,0,0,0,0
2019,2019,"Kolodka, Tyler",SCA,,1,0,0,0,0,0,0,0,0
2019,2019,"Kolwich, Kyle",TOR,,1,0,0,0,0,0,0,0,0
2019,2019,"Landriault, Noah",BLS,,1,0,0,0,0,0,0,0,0
2019,2019,"Lawr (AP), Harry",ORA,,1,0,0,0,0,0,0,0,0
2019,2019,"Lefebvre, Jérémi (AP) Phoenix-",TOR,,2,0,0,0,0,0,0,0,0
2019,2019,"Lint, Connor",BLS,,20,0,0,0,15,0,0,0,0
2019,2019,"Longotore, Jackson",PET,,1,0,0,0,0,0,0,0,0
2019,2019,"Lowe, Reid",BRA,,12,0,0,0,2,0,0,0,0
2019,2019,"MacDonnell, Ben (AP)",WHI,,11,0,0,0,4,0,0,0,0
2019,2019,"McGrath (AP), Liam",ORA,,1,0,0,0,0,0,0,0,0
2019,2019,"McMillan, Jacob",SCA,,1,0,0,0,0,0,0,0,0
2019,2019,"Miller (UAP), Davin",SNA,,1,0,0,0,0,0,0,0,0
2019,2019,"Miller, Zachary",SNA,,2,0,0,0,0,0,0,0,0
2019,2019,"Minor, Bench",OAK,,9,0,0,0,4,0,0,0,0
2019,2019,"Newman, Tyler",TOR,,1,0,0,0,0,0,0,0,0
2019,2019,"O'Connell AP, Brodie",ORA,,2,0,0,0,0,0,0,0,0
2019,2019,"Olan, Ryan",WHI,,1,0,0,0,0,0,0,0,0
2019,2019,"Parkinson, Jacob",BUR,,1,0,0,0,0,0,0,0,0
2019,2019,"Pattyn, Matt",KWE,,1,0,0,0,0,0,0,0,0
2019,2019,"Pellicione, David",TOR,,1,0,0,0,0,0,0,0,0
2019,2019,"Pouliot (UAP), Nathan",SNA,,1,0,0,0,0,0,0,0,0
2019,2019,"Radbourne (AP), Kent",KWE,,1,0,0,0,0,0,0,0,0
2019,2019,"Ristov (AP), Owen OJ",KWE,,3,0,0,0,2,0,0,0,0
2019,2019,"Robinson, Tim",PET,,2,0,0,0,0,0,0,0,0
2019,2019,"Rutty, Nolan",BLS,,6,0,0,0,10,0,0,0,0
2019,2019,"Sands, Raps",PET,,1,0,0,0,0,0,0,0,0
2019,2019,"Shand, Matt (AP)",WHI,,1,0,0,0,0,0,0,0,0
2019,2019,"Shoreman, Devin",BLS,,2,0,0,0,0,0,0,0,0
2019,2019,"Stoop, Jacob",PET,,1,0,0,0,0,0,0,0,0
2019,2019,"Thomson AP, Hudson",MIM,,9,0,0,0,12,0,0,0,0
2019,2019,"Travassos, Jack",BUR,,1,0,0,0,2,0,0,0,0
2019,2019,"Vail, Tanner",SCA,,18,0,0,0,4,0,0,0,0
2019,2019,"Vautour AP, Dawson",KWE,,2,0,0,0,2,0,0,0,0
2019,2019,"Vautour, Dawson",KWE,,1,0,0,0,0,0,0,0,0
2019,2019,"Vezina, James",BRA,,1,0,0,0,0,0,0,0,0
2019,2019,"Weber AP, Travis",KWE,,2,0,0,0,0,0,0,0,0
2019,2019,"Webster AP, Jackson",BLS,,1,0,0,0,0,0,0,0,0
2019,2019,"Wheeler, John",WHI,,2,0,0,0,0,0,0,0,0
2019,2019,"Wheller, John (AP)",WHI,,4,0,0,0,0,0,0,0,0
2019,2019,"Wilson, Mike",SCA,,1,0,0,0,2,0,0,0,0
2019,2019,"X Cook Down, Owen",BLS,,8,0,0,0,4,0,0,0,0
2019,2019,"X Kauffeldt, Taylor",BRA,,15,0,0,0,19,0,0,0,0
2019,2019,"X Rutty, Nolan",WHI,,3,0,0,0,6,0,0,0,0
2018,1,"Teat, Jeff",BRA,O,17,40,72,112,13,2,10,3,1
2018,2,"Smith, Ryan",BUR,F,20,52,49,101,0,8,11,3,0
2018,3,"Petterson, Clarke",BRA,O,18,33,64,97,6,3,10,2,4
2018,4,"Lanchbury, Ryan",BUR,O,16,30,58,88,28,7,14,0,2
2018,5,"Staats, Austin",SNA,O,14,42,45,87,73,5,11,6,1
2018,6,"Donville, Jonathan",MIM,O,18,37,47,84,14,12,3,1,3
2018,,"Boushy, Chris",BUR,O,18,36,48,84,10,6,4,0,0
2018,8,"Simmons, Alex",SCA,F,13,37,45,82,18,7,16,3,0
2018,9,"Cook, Tanner",WHI,F,18,46,28,74,91,4,5,1,1
2018,10,"Kurtz, Tye",KWE,F,20,19,54,73,22,2,10,0,1
2018,,"Waters, Kyle",ORA,F,19,42,31,73,4,6,7,3,0
2018,12,"Currie, Damon",BUR,O,18,23,43,66,2,6,6,1,1
2018,,"Zavitz, Carter",SCA,O,17,30,36,66,8,5,10,2,0
2018,,"Del Zotto, Scott",KWE,F,14,32,34,66,20,11,11,0,0
2018,15,"Dawick, Josh",TOR,F,19,26,39,65,0,2,8,0,2
2018,16,"McConvey, Thomas",MIM,O,20,25,35,60,14,0,8,2,1
2018,17,"Pyke, Spencer",KWE,F,19,30,29,59,17,5,2,0,0
2018,,"Knox, Jason",BUR,O,14,15,44,59,16,2,19,0,1
2018,,"Cattoni, Taite",PET,F,13,24,35,59,21,5,6,0,0
2018,20,"Pipher, Devin",WHI,F,20,19,39,58,43,4,10,0,0
2018,,"Longboat, Travis",SNA,,17,27,31,58,12,6,5,2,2
2018,,"Wittig, Jeff",SCA,O,16,24,34,58,4,8,12,0,1
2018,23,"Westley, Sean",PET,F,16,15,41,56,10,5,8,0,1
2018,24,"Hanna, Tristan",TOR,F,20,26,29,55,4,2,5,0,0
2018,,"Williams, Dyson",WHI,O,18,19,36,55,26,4,8,0,0
2018,26,"Lemieux, Hunter",BUR,F,20,23,31,54,6,1,4,0,0
2018,,"McNabb, Jake",SCA,F,14,35,19,54,20,10,5,0,0
2018,28,"Mackay, Tyler",BRA,O,19,13,40,53,10,2,2,0,1
2018,,"S Hill, Owen",SNA,,15,24,29,53,6,3,5,1,1
2018,30,"Welsh, Brenden",BRA,F,20,15,37,52,8,3,9,1,0
2018,,"Boudreau, Jake",BRA,,17,22,30,52,2,1,4,1,1
2018,32,"Cormier, Payton",MIM,O,19,26,25,51,21,1,5,2,0
2018,33,"Erskine, Brett",SCA,O,15,8,39,47,2,2,8,0,2
2018,34,"Kealey, Corson",TOR,F,19,18,28,46,0,2,6,2,0
2018,35,"Pilon, Kealan",SCA,O,20,11,34,45,12,0,4,0,2
2018,,"Powless, Leland",SNA,,17,17,28,45,23,2,6,0,1
2018,37,"Hogg, Graydon",WHI,O,18,20,24,44,16,9,2,1,1
2018,38,"Peshko, Johnathan",MIM,F,20,15,28,43,2,2,6,0,0
2018,,"Caskenette, Jordan",ORA,F,20,12,31,43,2,1,7,0,0
2018,,"Hasen, Austin",BRA,O,18,24,19,43,24,7,2,0,0
2018,41,"Scott, Grant",ORA,F,20,12,30,42,6,3,4,0,2
2018,,"Bomberry, Jeremy",SNA,,19,8,34,42,4,1,3,0,0
2018,43,"Thomas, Skkylar",TOR,F,14,9,32,41,2,0,4,0,0
2018,44,"Cresswell, Braydon",MIM,F,18,16,23,39,17,1,5,0,0
2018,,"Reid, Jackson",KWE,F,13,13,26,39,0,4,9,0,0
2018,,"Kelly, Jack",TOR,F,11,12,27,39,0,0,5,0,1
2018,47,"Kearnan, Brady",TOR,O,17,12,26,38,12,2,2,0,0
2018,48,"Whiteford, James",BRA,F,20,9,28,37,14,0,0,0,0
2018,,"Brown, Travis",ORA,F,19,10,27,37,4,4,10,0,0
2018,,"Nanticoke, Tehoka",SNA,O,7,19,18,37,6,5,5,1,1
2018,51,"Mcdonald, Cam",ORA,F,16,17,18,35,6,7,3,1,0
2018,,"Walker, Ethan",PET,F,9,18,17,35,37,2,4,0,0
2018,53,"Power, Jakob",BLS,F,20,21,13,34,73,3,5,0,1
2018,54,"Stevens, Jake",KWE,,12,17,16,33,4,4,7,0,1
2018,55,"Acchione, Matthew",BLS,F,20,10,21,31,2,2,7,0,2
2018,,"Buckshot, Devon",SNA,,11,10,21,31,12,2,4,0,1
2018,57,"Scott, Justin",MIM,O,14,12,17,29,6,1,1,0,0
2018,58,"Boissonneault, Mathieu",WHI,D,20,14,14,28,8,1,1,1,1
2018,,"Vince, Kyle",BRA,F,20,18,10,28,14,0,0,0,0
2018,,"Orpana, Devyn",KWE,O,19,15,13,28,37,1,5,0,0
2018,,"Barnable, Ryan",WHI,D,14,14,14,28,2,0,0,1,0
2018,62,"Bowhunter, Wake:Riat",SNA,F,12,6,21,27,7,0,1,0,1
2018,63,"Yetman, Bryce",WHI,O,8,8,18,26,8,1,4,0,0
2018,64,"McCannell, Mike",ORA,T,20,11,14,25,8,1,3,0,2
2018,65,"Simons, Alec",MIM,O,20,5,19,24,13,1,2,0,0
2018,,"Watson, Dylan",ORA,F,14,10,14,24,6,1,3,0,0
2018,,"Smith, Layne",TOR,O,9,18,6,24,2,5,0,0,0
2018,68,"Kaschalk, Patrick",BUR,DT,18,4,19,23,71,0,0,1,1
2018,,"Clark, Taggart",TOR,O,16,8,15,23,2,4,2,0,0
2018,,"Pipher, Parker",WHI,F,12,4,19,23,4,0,5,0,1
2018,71,"Ogilvie, Mitch",PET,T,20,5,17,22,6,0,1,0,1
2018,,"Moyer, Carson",BLS,T,20,10,12,22,14,0,4,0,0
2018,,"DiCicco, Trent",KWE,F,19,6,16,22,31,0,0,0,0
2018,,"Bukta, Curtis",ORA,F,18,8,14,22,10,0,1,0,0
2018,,"Barrett, Trevor",BUR,O,15,10,12,22,6,0,1,0,0
2018,76,"Friesen, Owen",SCA,D,20,3,17,20,14,0,2,0,0
2018,,"Yarranton, Max",PET,F,19,6,14,20,4,0,4,0,1
2018,78,"McConvey, Jonathon",MIM,F,18,8,11,19,41,0,1,0,0
2018,79,"McGreggor, Brayden",PET,O,20,9,9,18,35,0,1,1,0
2018,,"Grenon, Nathan",TOR,F,18,7,11,18,29,1,0,0,0
2018,,"Hill, Kevin Owen",SNA,T,16,3,15,18,16,0,1,0,1
2018,,"Braniff, Nate",BUR,F,11,7,11,18,0,0,0,0,0
2018,83,"Mayea, Devyn",BUR,D,20,3,14,17,103,0,0,0,0
2018,,"Nishimura, Jackson",TOR,D,20,9,8,17,22,0,0,0,0
2018,,"Dominey, Scott",ORA,T,20,7,10,17,46,0,0,1,0
2018,,"Robinson, Justin",BRA,D,20,3,14,17,30,0,0,1,3
2018,,"Hudson, Robert",MIM,T,20,10,7,17,16,0,1,0,1
2018,,"Van Schepen, Seth",BRA,O,18,7,10,17,2,1,3,0,0
2018,,"Acchione, Cameron",BLS,F,17,7,10,17,2,1,4,0,0
2018,90,"Gustavsen, Mitch",TOR,D,20,8,8,16,108,0,1,0,0
2018,,"Henrick, Jeff",ORA,T,20,6,10,16,70,0,0,1,0
2018,,"Kilgour, Kyler",SCA,O,20,7,9,16,21,1,1,1,1
2018,,"McGregor, Gavin",SCA,F,18,5,11,16,2,0,1,0,0
2018,,"Mclean, Brody",KWE,O,14,6,10,16,7,1,0,0,0
2018,95,"Newbrough, Daire",KWE,F,20,4,11,15,14,0,0,1,1
2018,,"Page, Carter",PET,F,12,4,11,15,2,1,1,0,0
2018,97,"Harris, Latrell",SCA,D,19,3,11,14,28,0,0,0,3
2018,,"Thomson, Keaton",MIM,OD,19,4,10,14,14,0,3,0,0
2018,,"Eames, Tyler",WHI,T,19,6,8,14,8,0,0,1,0
2018,,"McCrory, Liam",BLS,F,18,5,9,14,16,2,2,0,1
2018,,"Curtis, Riley",PET,O,10,7,7,14,0,0,0,0,0
2018,102,"Stinson, Tyler",WHI,O,8,4,9,13,19,0,1,0,0
2018,103,"Deaken, Zack",ORA,T,17,2,10,12,10,1,0,0,1
2018,,"Sykes, Justin",BRA,,4,6,6,12,2,2,1,1,0
2018,,"Hiltz, Owen",PET,F,3,7,5,12,0,1,0,0,0
2018,,"Whitcomb AP, Kobe",SNA,,3,4,8,12,0,0,3,0,1
2018,107,"Duncan, Matthew",TOR,T,20,2,9,11,16,0,0,0,0
2018,,"Bushey, Jayden",PET,O,8,5,6,11,0,0,2,0,0
2018,109,"Pace, Alex",SCA,O,20,3,7,10,16,0,1,0,0
2018,,"Mercey, Ben",ORA,D,20,6,4,10,4,0,0,2,2
2018,,"Stannard, Ethan",PET,F,17,2,8,10,6,0,2,0,0
2018,,"Booth, Percy",SNA,F,17,1,9,10,43,0,0,0,2
2018,,"Poole, Tanner",BLS,T,16,5,5,10,17,1,1,1,0
2018,,"Iacocca, Mackenzie",KWE,,12,3,7,10,14,0,0,0,0
2018,,"Handsor, Brett",BLS,,11,8,2,10,7,5,1,0,0
2018,116,"Medeiros, Josh",BRA,D,20,1,8,9,30,0,1,0,1
2018,,"Connor, Joe",BLS,T,20,0,9,9,43,0,0,0,0
2018,,"Ellerton, Nick",TOR,D,20,3,6,9,16,0,0,0,0
2018,,"Jacobs, Myles",SNA,,20,3,6,9,33,0,0,0,0
2018,,"Staats, Jerry",SNA,,16,2,7,9,69,0,1,0,1
2018,,"Hamley, Cody",KWE,,15,1,8,9,10,0,0,0,0
2018,,"Driscoll, Kyle",KWE,F,12,4,5,9,0,0,0,1,0
2018,,"Rosa, Jake",SNA,,9,3,6,9,0,0,0,0,0
2018,,"Parker, Campbell",BRA,O,7,4,5,9,6,1,0,0,0
2018,,"Robinson, Mike",PET,,7,4,5,9,2,1,1,0,0
2018,,"Cato, Mario",SCA,F,4,4,5,9,0,1,0,0,0
2018,,"Haley, Brock",WHI,,4,3,6,9,0,0,0,0,0
2018,,"Firth (AP), Sam",ORA,,3,6,3,9,0,2,0,1,0
2018,,"Thompson (AP), Ty",ORA,,3,3,6,9,0,0,0,0,0
2018,130,"Dybowski, Zack",KWE,,20,2,6,8,14,0,0,0,0
2018,,"Balawejder, Daniel",MIM,D,20,0,8,8,18,0,0,0,1
2018,,"Grant, Owen",TOR,T,20,5,3,8,30,1,0,1,0
2018,,"Sykes, Matthew",MIM,D,20,2,6,8,26,0,0,0,0
2018,,"Bolger, Dawson",KWE,T,19,2,6,8,19,0,0,0,0
2018,,"Kirwin, Bailey",BLS,D,17,2,6,8,9,0,2,1,0
2018,,"Lee, Steven",BUR,D,17,0,8,8,50,0,0,0,1
2018,,"Buchan, John",BLS,F,15,4,4,8,8,1,3,0,0
2018,,"Snider, Lucas",KWE,,15,4,4,8,19,0,0,2,1
2018,,"Stovel, Robbie",BRA,D,14,2,6,8,31,0,0,0,0
2018,,"Limoges, Liam",MIM,O,10,2,6,8,0,0,0,0,0
2018,,"Kurtz, Reed",KWE,,5,4,4,8,0,0,1,0,0
2018,142,"Staveley, Kyle",ORA,D,20,2,5,7,10,0,0,0,0
2018,,"Kamminga, Mason",SCA,T,20,4,3,7,49,0,0,0,1
2018,,"Kauffeldt, Devlin",BLS,T,19,2,5,7,47,0,0,0,0
2018,,"Hall, Curtis",KWE,D,19,1,6,7,8,0,1,0,0
2018,,"Walker, Jason",BRA,T,17,1,6,7,20,0,0,0,1
2018,,"Saunders, Jacob",BUR,T,13,2,5,7,18,0,1,0,0
2018,,"English, Sam",BUR,F,4,2,5,7,0,0,0,0,0
2018,149,"Leclair, Liam",SNA,D,20,1,5,6,4,0,0,0,2
2018,,"Jones, Callum",BUR,T,20,3,3,6,38,0,0,0,0
2018,,"Bolsterli, Oliver",SNA,D,20,2,4,6,6,0,0,0,1
2018,,"Conley, Curtis",TOR,T,20,1,5,6,20,0,0,0,0
2018,,"Halls, Tyler",ORA,T,19,2,4,6,13,0,0,0,0
2018,,"Lyons, Brad",PET,D,19,4,2,6,45,0,0,2,0
2018,,"McCullough, Jordan",WHI,D,19,0,6,6,8,0,0,0,1
2018,,"Lowes, Holden",PET,T,17,1,5,6,0,0,0,0,0
2018,,"Redding, Austin",BUR,T,12,2,4,6,2,0,0,0,0
2018,,"McKenzie, Carter",KWE,T,11,1,5,6,21,0,0,0,0
2018,,"Hendrycks, Tyler",PET,F,6,2,4,6,2,1,2,0,0
2018,,"Davis, Cal",PET,D,4,3,3,6,0,0,0,0,0
2018,,"Kitchen (AP), Adam",PET,F,2,3,3,6,0,2,0,0,0
2018,162,"Laprade, Dylan",BUR,D,20,1,4,5,19,0,0,0,1
2018,,"Jeffrey, Warren",MIM,D,20,0,5,5,41,0,0,0,1
2018,,"Tamas, Alec",SCA,D,20,2,3,5,37,0,0,1,0
2018,,"Toguri, Josh",MIM,D,19,3,2,5,52,0,0,0,0
2018,,"Minichiello, Marcus",TOR,T,19,3,2,5,16,0,0,0,0
2018,,"Anderson, Matt",BUR,F,19,1,4,5,10,0,0,0,0
2018,,"Commandant, Quinn",KWE,,18,0,5,5,2,0,0,0,1
2018,,"Burton, Travis",BRA,D,17,1,4,5,30,0,0,0,1
2018,,"Kennedy, Trevor",PET,O,8,1,4,5,0,0,0,0,0
2018,,"Grimes AP, Colin",MIM,O,5,0,5,5,4,0,0,0,0
2018,,"Poitras AP, Adam",WHI,,3,1,4,5,0,1,1,0,0
2018,,"Oakes, Russ",SNA,F,2,3,2,5,0,1,0,0,0
2018,174,"Mandeville, Oriale",BLS,T,20,2,2,4,23,1,0,0,0
2018,,"Borgatti, Andrew",BRA,,20,1,3,4,55,0,1,0,0
2018,,"Dilks, Jamie",SNA,,20,4,0,4,4,0,0,3,0
2018,,"Boehm, Jonah",KWE,D,19,0,4,4,25,0,0,0,1
2018,,"Pratt, Dustyn",ORA,T,19,0,4,4,8,0,0,0,1
2018,,"Howell, Sawyer",MIM,D,19,1,3,4,18,0,1,0,0
2018,,"McClelland, Connor",BRA,D,18,0,4,4,6,0,0,0,0
2018,,"Guay, Julien",SNA,D,16,2,2,4,14,0,1,0,0
2018,,"Wright, Matt",BUR,T,15,1,3,4,20,0,0,0,0
2018,,"Black, Randy",ORA,T,14,0,4,4,36,0,0,0,0
2018,,"Reed, Scott",WHI,,8,1,3,4,0,0,1,0,0
2018,,"Wagner, John",SNA,,6,2,2,4,2,0,0,0,0
2018,,"White, Keegan",WHI,F,6,0,4,4,0,0,0,0,0
2018,,"Haigh, Gareth",MIM,F,5,3,1,4,12,0,0,0,0
2018,,"(AP) Wolf, Adam",TOR,F,3,2,2,4,0,0,0,0,0
2018,,"Sealey (AP), Dean",KWE,F,3,3,1,4,0,0,0,0,0
2018,,"Ham, Liam",SCA,F,2,1,3,4,12,0,2,0,0
2018,,"Kolodka, Tyler",SCA,F,1,2,2,4,0,0,0,0,0
2018,192,"Mikulik, Ty",ORA,D,19,0,3,3,44,0,0,0,0
2018,,"Wyers, Cameron",TOR,D,18,2,1,3,29,0,0,0,0
2018,,"Utrosa, Ben",WHI,T,18,1,2,3,12,0,0,0,0
2018,,"Suboch, Jackson",MIM,D,15,0,3,3,60,0,1,0,0
2018,,"Burke, Mackenzie",BRA,T,14,1,2,3,0,0,1,0,0
2018,,"Hill, Chaunce",SNA,,13,1,2,3,8,0,0,0,0
2018,,"Keenan, Luke",WHI,D,11,0,3,3,7,0,0,0,0
2018,,"Nay, John",KWE,,9,2,1,3,4,0,0,0,0
2018,,"Piphee AP, Parker",WHI,,5,3,0,3,0,0,0,0,0
2018,,"Harris, Mike",BUR,,5,1,2,3,0,0,0,0,0
2018,,"Cqarnduff Ap, William",WHI,,5,1,2,3,0,0,1,0,0
2018,,"Holwell, Liam",BLS,F,3,2,1,3,6,1,0,0,0
2018,,"LeClair, Sam",SCA,F,2,1,2,3,0,0,1,0,0
2018,,"Haigh, Ryan",MIM,F,2,1,2,3,0,1,1,0,0
2018,,"ELIJAH - BROWN, GREG",SNA,,2,2,1,3,0,0,0,0,0
2018,,"Pilcher AP, Luke",TOR,,2,1,2,3,0,0,0,0,0
2018,,"(AP) Follows, Henry",TOR,,1,0,3,3,0,0,0,0,0
2018,,"Lauder AP, Troy",SNA,,1,1,2,3,2,0,0,0,0
2018,210,"Byrne, Mike",TOR,F,20,1,1,2,28,0,0,0,0
2018,,"Whitty, Tom",SCA,D,19,0,2,2,4,0,0,0,1
2018,,"Guest, James",MIM,D,18,1,1,2,25,0,0,0,0
2018,,"Rawding, Angus",BLS,D,16,0,2,2,2,0,0,0,0
2018,,"Tamlin, Matt",PET,T,16,0,2,2,10,0,0,0,1
2018,,"Fannell, Bradley",SCA,D,16,0,2,2,28,0,0,0,0
2018,,"Drouin, Anthony",WHI,D,15,0,2,2,18,0,0,0,0
2018,,"Young, Zach",PET,T,14,1,1,2,8,0,0,0,0
2018,,"Leggett, Edward Teddy",SNA,AP,13,1,1,2,2,0,0,0,0
2018,,"Morgan, Riley",PET,D,9,1,1,2,47,0,0,0,0
2018,,"Bazarin, Danny",PET,T,9,0,2,2,73,0,0,0,0
2018,,"McKinnon, Ian",WHI,F,8,1,1,2,48,0,0,0,0
2018,,"Searle, Jeremy",ORA,F,5,2,0,2,2,0,0,0,0
2018,,"Hill AP, Vern",SNA,D,3,1,1,2,2,0,0,0,0
2018,,"Caskenette, Brody",ORA,,3,1,1,2,0,0,0,0,0
2018,,"Roberts (AP), Jordan",PET,F,3,1,1,2,0,0,0,0,0
2018,,"Hyland, Quinn (AP)",WHI,,2,1,1,2,2,0,0,0,0
2018,,"Platt AP, Connor",WHI,,2,0,2,2,0,0,0,0,0
2018,,"Dawson (UAP), Kyle",KWE,F,2,1,1,2,0,0,0,0,0
2018,,"Wright, Mason",BRA,O,1,1,1,2,0,0,0,0,0
2018,,"Robinson, Luke",BUR,,1,0,2,2,0,0,0,0,0
2018,,"French, Ben",MIM,O,1,0,2,2,0,0,0,0,0
2018,,"Gaston, Alex",SCA,O,1,0,2,2,0,0,0,0,1
2018,,"Ferguson (AP), Travis",PET,,1,2,0,2,0,1,0,0,0
2018,,"Hrynuik, Peter",SCA,F,1,1,1,2,0,0,0,0,0
2018,235,"Mika, John",BLS,D,20,0,1,1,52,0,0,0,0
2018,,"Pringle, Austin",BLS,D,20,0,1,1,6,0,0,0,0
2018,,"Biles, Tyler",BRA,D,20,0,1,1,19,0,0,0,0
2018,,"Kromer, Adam",WHI,D,19,0,1,1,29,0,1,0,0
2018,,"Kauffeldt, Taylor",BLS,D,19,0,1,1,43,0,0,0,0
2018,,"Fox-MacKenzie, Tyler",SNA,D,17,0,1,1,46,0,0,0,0
2018,,"Bird, Hayden",PET,T,16,0,1,1,2,0,0,0,0
2018,,"Szabo, Joey",MIM,D,16,1,0,1,2,0,0,0,0
2018,,"Thompson, Josh",BRA,,16,0,1,1,8,0,0,0,0
2018,,"Costello, Ciaron",MIM,D,11,1,0,1,19,0,0,0,0
2018,,"Gowland, Sam",SNA,,10,0,1,1,2,0,0,0,0
2018,,"Medeiros, Jordan",BRA,D,10,1,0,1,6,0,0,0,0
2018,,"Webb, Nicholas",PET,T,10,0,1,1,0,0,1,0,0
2018,,"Barnable, Jason",WHI,D,8,1,0,1,2,0,0,0,0
2018,,"Clark, Christian (AP)",WHI,,8,0,1,1,75,0,0,0,0
2018,,"Smith, Matt",PET,T,8,0,1,1,0,0,0,0,0
2018,,"Squire Hill, Isaac",SNA,F,8,0,1,1,6,0,0,0,0
2018,,"Hunt, Jamie",ORA,D,7,0,1,1,6,0,0,0,0
2018,,"Noble (AP), Mason",KWE,,6,1,0,1,6,0,0,0,0
2018,,"Hendrycks (AP), Jordan",PET,T,6,0,1,1,0,0,0,0,0
2018,,"Robinson, Noah",BUR,T,5,1,0,1,0,0,0,0,0
2018,,"Roberts (AP), Jordan",PET,F,4,1,0,1,4,0,0,0,0
2018,,"Smellie AP, Adam",WHI,,3,0,1,1,2,0,0,0,0
2018,,"Gaunt, Colton",TOR,D,3,0,1,1,0,0,0,0,0
2018,,"Tolmie, Bryce",WHI,,3,1,0,1,0,0,0,1,0
2018,,"Wright, Joel",TOR,T,3,1,0,1,8,0,0,0,0
2018,,"Dent, Connor",PET,,3,1,0,1,6,0,0,0,0
2018,,"Draper (AP), Brett",ORA,T,3,0,1,1,0,0,0,0,0
2018,,"Collins, Tom",PET,,3,0,1,1,4,0,0,0,0
2018,,"Aquanno, Connor",SCA,F,3,0,1,1,2,0,0,0,0
2018,,"McMahon, Garet AP",BLS,,2,0,1,1,2,0,0,0,0
2018,,"Bragg (AP), Justin",PET,T,2,0,1,1,4,0,0,0,0
2018,,"McGrath (AP), Liam",ORA,F,2,0,1,1,5,0,0,0,0
2018,,"Swanton, Logan",ORA,T,2,0,1,1,0,0,0,0,0
2018,,"Powless, Marshall",SNA,,2,0,1,1,0,0,0,0,0
2018,,"Hrynuik, Peter",SCA,F,2,0,1,1,2,0,0,0,0
2018,,"Anderson, David",TOR,F,2,0,1,1,2,0,0,0,0
2018,,"Buck, Tanner",ORA,F,1,0,1,1,0,0,1,0,0
2018,,"MAYEA, BRAYDEN",SNA,,1,0,1,1,0,0,0,0,0
2018,,"Vezina, John",BRA,O,1,1,0,1,6,0,0,0,0
2018,,"(AP) Veltman, Kris",TOR,D,1,0,1,1,0,0,0,0,0
2018,,"AP Romano, Luca",BLS,,1,0,1,1,0,0,0,0,0
2018,,"Kearney, Zack (AP)",WHI,,1,0,1,1,2,0,0,0,0
2018,,"Brake AP, Evan",ORA,F,1,0,1,1,0,0,0,0,0
2018,,"McComber, Tathe",SNA,D,1,0,1,1,0,0,0,0,0
2018,,"Sealey (AP), Dean",KWE,F,1,1,0,1,2,0,0,0,0
2018,,"Skidders, Isaiah",SNA,,1,1,0,1,2,0,0,0,0
2018,,"Sproat, Ken",BUR,,1,0,1,1,0,0,0,0,0
2018,,"Christoforatos, James",TOR,,1,1,0,1,0,0,0,0,0
2018,,"Wright, Joel",TOR,F,1,0,1,1,0,0,0,0,0
2018,,"Pilcher, Luke",TOR,F,1,0,1,1,2,0,0,0,0
