id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party.x,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election.x,total_votes,missed_votes,total_present,last_updated.x,ocd_id,office,phone,fax,state.x,senate_class,state_rank,lis_id,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,district,at_large,geoid,response,name,cycle,state.y,party.y,chamber,first_elected,next_election.y,total,spent,cash_on_hand,debt,origin,source,last_updated.y
M001111,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001111.json,Patty,NA,Murray,NA,1950-10-11,F,D,Assistant Senate Minority Leader,PattyMurray,NA,SenatorPattyMurray,300076,25277,53358,49308,N00007876,/m/018qx5,S2WA00189,https://www.murray.senate.gov,https://www.murray.senate.gov/category/press-releases/feed/,http://www.murray.senate.gov/public/index.cfm/contactme,TRUE,NA,-0.352,NA,29,2022,858,25,0,2022-09-13 06:12:14 -0400,ocd-division/country:us/state:wa,154 Russell Senate Office Building,202-224-2621,202-224-0238,WA,3,senior,S229,2.91,99.76,0.24,NA,NA,NA,@attributes,"Murray, Patty",2022,WA,D,S,1992,2022,14322298.42,11385155.12,6658487.51,19257.38,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00007876&cycle=2022,07/13/2022
O000174,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/O000174.json,Jon,NA,Ossoff,NA,1987-02-16,M,D,NA,SenOssoff,NA,NA,456857,NA,NA,NA,N00040675,/g/11g6njlbw2,S8GA00180,https://www.ossoff.senate.gov,https://www.ossoff.senate.gov/media/press-releases/feed/,NA,TRUE,NA,NA,NA,1,2026,856,39,0,2022-09-13 06:12:41 -0400,ocd-division/country:us/state:ga,NA,NA,NA,GA,2,,S414,4.56,98.41,1.59,NA,NA,NA,@attributes,"Ossoff, Jon",2022,GA,D,S,2021,2026,163392638.87,161295142.77,2097496.1,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00040675&cycle=2022,06/30/2022
P000145,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000145.json,Alex,NA,Padilla,NA,1973-03-22,M,D,,SenAlexPadilla,NA,NA,456856,NA,NA,NA,N00047888,/m/0749wj,S2CA00955,https://www.padilla.senate.gov,https://www.padilla.senate.gov/feed/,NA,TRUE,NA,NA,NA,1,2022,856,10,0,2022-09-13 06:12:41 -0400,ocd-division/country:us/state:ca,NA,NA,NA,CA,3,,S413,1.17,99.41,0.59,NA,NA,NA,@attributes,"Padilla, Alex",2022,CA,D,S,2021,2022,10605451.09,3462015.44,7143435.65,1558.04,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00047888&cycle=2022,06/30/2022
P000603,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000603.json,Rand,NA,Paul,NA,1963-01-07,M,R,NA,RandPaul,SenatorRandPaul,SenatorRandPaul,412492,9265241,117285,41104,N00030836,/m/05pdb7q,S0KY00156,https://www.paul.senate.gov,NA,https://www.paul.senate.gov/connect/email-rand,TRUE,NA,0.886,NA,11,2022,858,60,1,2022-09-13 06:12:24 -0400,ocd-division/country:us/state:ky,167 Russell Senate Office Building,202-224-4343,202-228-1373,KY,3,junior,S348,6.99,86.45,13.55,NA,NA,NA,@attributes,"Paul, Rand",2022,KY,R,S,2010,2022,22364709.53,13382460.01,9211174.7,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00030836&cycle=2022,06/30/2022
P000595,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000595.json,Gary,NA,Peters,NA,1958-12-01,M,D,NA,SenGaryPeters,SenGaryPeters,RepGaryPeters,412305,50199,8749,20923,N00029277,/m/02x0lnt,H8MI09068,https://www.peters.senate.gov,NA,https://www.peters.senate.gov/contact/email-gary,TRUE,NA,-0.246,NA,7,2026,858,15,0,2022-09-13 06:12:27 -0400,ocd-division/country:us/state:mi,724 Hart Senate Office Building,202-224-6221,NA,MI,2,junior,S380,1.75,99.41,0.59,NA,NA,NA,@attributes,"Peters, Gary",2022,MI,D,S,2014,2026,53791508.12,50271923.04,4192454.43,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00029277&cycle=2022,06/30/2022
P000449,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000449.json,Rob,NA,Portman,NA,1955-12-19,M,R,,SenRobPortman,senrobportman,SenRobPortman,400325,31819,27008,29386,N00003682,/m/0343xg,S0OH00133,https://www.portman.senate.gov,https://www.portman.senate.gov/public/index.cfm/rss/feed,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,TRUE,NA,0.372,NA,11,2022,858,35,0,2022-09-13 06:12:19 -0400,ocd-division/country:us/state:oh,448 Russell Senate Office Building,202-224-3353,NA,OH,3,junior,S349,4.08,75.96,24.04,NA,NA,NA,@attributes,"Portman, Rob",2022,OH,R,S,2010,2022,4758230.26,1854252.75,3285606.64,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00003682&cycle=2022,06/30/2022
R000122,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000122.json,Jack,NA,Reed,NA,1949-11-12,M,D,NA,SenJackReed,SenJackReed,SenatorReed,300081,24239,27060,29142,N00000362,/m/0202mc,S6RI00163,https://www.reed.senate.gov,NA,https://www.reed.senate.gov/contact/,TRUE,NA,-0.367,NA,25,2026,858,3,0,2022-09-13 06:12:15 -0400,ocd-division/country:us/state:ri,728 Hart Senate Office Building,202-224-4642,NA,RI,2,senior,S259,0.35,99.41,0.59,NA,NA,NA,@attributes,"Reed, Jack",2022,RI,D,S,1996,2026,3923396.25,3446574.58,2012188.06,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00000362&cycle=2022,06/30/2022
R000584,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000584.json,Jim,NA,Risch,NA,1943-05-03,M,R,NA,SenatorRisch,senatorjimrisch,SenatorJamesRisch,412322,1020034,2919,40902,N00029441,/m/06y9p0,S8ID00092,https://www.risch.senate.gov,https://www.risch.senate.gov/public/?a=rss.feed,http://www.risch.senate.gov/public/index.cfm?p=Email,TRUE,NA,0.552,NA,13,2026,858,54,0,2022-09-13 06:12:18 -0400,ocd-division/country:us/state:id,483 Russell Senate Office Building,202-224-2752,NA,ID,2,junior,S323,6.29,91.8,8.2,NA,NA,NA,@attributes,"Risch, James E",2022,ID,R,S,2008,2026,3527131.63,2296425.65,2309868.2,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00029441&cycle=2022,06/30/2022
R000615,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000615.json,Mitt,NA,Romney,NA,1947-03-12,M,R,NA,SenatorRomney,NA,NA,412841,NA,21942,NA,N00000286,/m/0271_s,S8UT00176,https://www.romney.senate.gov,NA,https://www.romney.senate.gov/contact-senator-romney,TRUE,NA,NA,NA,1,2024,858,46,0,2022-09-08 16:00:57 -0400,ocd-division/country:us/state:ut,124 Russell Senate Office Building,202-224-5251,NA,UT,1,junior,S401,5.36,77.36,22.64,NA,NA,NA,@attributes,"Romney, Mitt",2022,UT,R,S,2018,2024,6751696.75,6252540.93,499156.46,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00000286&cycle=2022,06/30/2022
R000608,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000608.json,Jacky,NA,Rosen,NA,1957-08-02,F,D,NA,SenJackyRosen,RepJackyRosen,NA,412715,104738,169471,21743,N00038734,/g/11cntnvwkg,H6NV03139,https://www.rosen.senate.gov,NA,https://www.rosen.senate.gov/contact_jacky,TRUE,NA,-0.284,NA,3,2024,858,22,0,2022-09-13 06:12:32 -0400,ocd-division/country:us/state:nv,144 Russell Senate Office Building,202-224-6244,NA,NV,1,junior,S402,2.56,98.56,1.44,NA,NA,NA,@attributes,"Rosen, Jacky",2022,NV,D,S,2018,2024,30785706.16,27853258.26,2946865.07,15000,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00038734&cycle=2022,06/30/2022
R000605,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000605.json,Mike,NA,Rounds,NA,1954-10-24,M,R,NA,SenatorRounds,SenatorMikeRounds,NA,412669,78317,7455,41505,N00035187,/m/020z2p,S4SD00049,https://www.rounds.senate.gov,NA,https://www.rounds.senate.gov/contact/email-mike,TRUE,NA,0.373,NA,7,2026,858,206,1,2022-09-13 06:12:27 -0400,ocd-division/country:us/state:sd,502 Hart Senate Office Building,202-224-5842,NA,SD,2,junior,S381,24.01,80.34,19.66,NA,NA,NA,@attributes,"Rounds, Mike",2022,SD,R,S,2014,2026,4595289.84,3268936.12,1405499.71,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035187&cycle=2022,06/30/2022
R000595,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/R000595.json,Marco,NA,Rubio,NA,1971-05-28,M,R,NA,SenRubioPress,SenatorMarcoRubio,SenatorMarcoRubio,412491,87599,1601,41102,N00030612,/m/0dpr5f,S0FL00338,https://www.rubio.senate.gov,https://www.rubio.senate.gov/public/?a=rss.feed,http://www.rubio.senate.gov/public/index.cfm/contact,TRUE,NA,0.607,NA,11,2022,858,43,0,2022-09-13 06:12:24 -0400,ocd-division/country:us/state:fl,284 Russell Senate Office Building,202-224-3041,202-228-0285,FL,3,senior,S350,5.01,91.96,8.04,NA,NA,NA,@attributes,"Rubio, Marco",2022,FL,R,S,2010,2022,36467419.18,21617283.78,15022338.23,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00030612&cycle=2022,08/03/2022
S000033,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000033.json,Bernard,NA,Sanders,NA,1941-09-08,M,ID,NA,SenSanders,senatorsanders,senatorsanders,400357,994,27110,29147,N00000528,/m/01_gbv,H8VT01016,https://www.sanders.senate.gov,NA,http://www.sanders.senate.gov/contact/,TRUE,NA,-0.537,NA,15,2024,858,82,0,2022-09-13 06:12:15 -0400,ocd-division/country:us/state:vt,332 Dirksen Senate Office Building,202-224-5141,NA,VT,1,junior,S313,9.56,94.19,5.81,NA,NA,NA,@attributes,"Sanders, Bernie",2022,VT,I,S,2006,2024,36556554.64,29801488.02,9759549.82,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00000528&cycle=2022,07/20/2022
S001197,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001197.json,Ben,NA,Sasse,NA,1972-02-22,M,R,NA,SenSasse,SenatorSasse,NA,412671,77429,150182,41503,N00035544,/m/0j5wk_6,S4NE00090,https://www.sasse.senate.gov/public,https://www.sasse.senate.gov/public/?a=rss.feed,http://www.sasse.senate.gov/public/index.cfm/email-ben,TRUE,NA,0.673,NA,7,2026,858,35,0,2022-09-13 06:12:27 -0400,ocd-division/country:us/state:ne,107 Russell Senate Office Building,202-224-4224,NA,NE,2,junior,S382,4.08,92.78,7.22,NA,NA,NA,@attributes,"Sasse, Ben",2022,NE,R,S,2014,2026,6249068.09,4662147.72,2565570.89,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035544&cycle=2022,06/30/2022
S001194,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S001194.json,Brian,NA,Schatz,NA,1972-10-20,M,D,NA,SenBrianSchatz,SenBrianSchatz,senbrianschatz,412507,87784,17852,41112,N00028138,/m/0dd109,S4HI00136,https://www.schatz.senate.gov,NA,https://www.schatz.senate.gov/contact,TRUE,NA,-0.444,NA,9,2022,858,12,0,2022-09-13 06:12:21 -0400,ocd-division/country:us/state:hi,722 Hart Senate Office Building,202-224-3934,202-228-1153,HI,3,senior,S353,1.4,99.29,0.71,NA,NA,NA,@attributes,"Schatz, Brian",2022,HI,D,S,2012,2022,4206988.54,2985966.8,3468186.47,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00028138&cycle=2022,07/24/2022
S000148,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000148.json,Charles,E.,Schumer,NA,1950-11-23,M,D,Senate Majority Leader,SenSchumer,senschumer,SenatorSchumer,300087,5929,26976,14858,N00001093,/m/01w74d,S8NY00082,https://www.schumer.senate.gov,NA,https://www.schumer.senate.gov/contact/email-chuck,TRUE,NA,-0.357,NA,23,2022,858,14,0,2022-09-13 06:12:15 -0400,ocd-division/country:us/state:ny,322 Hart Senate Office Building,202-224-6542,202-228-3027,NY,3,senior,S270,1.63,98.46,1.54,NA,NA,NA,@attributes,"Schumer, Charles E",2022,NY,D,S,1998,2022,38466162.64,11229704.62,37913275.59,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00001093&cycle=2022,06/30/2022
S001217,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S001217.json,Rick,NA,Scott,NA,1952-12-01,M,R,NA,SenRickScott,NA,NA,412838,NA,124204,NA,N00043290,/m/0btx2g,S8FL00273,https://www.rickscott.senate.gov,NA,https://www.rickscott.senate.gov/contact_rick,TRUE,NA,NA,NA,1,2024,858,17,0,2022-09-13 06:12:36 -0400,ocd-division/country:us/state:fl,716 Hart Senate Office Building,202-224-5274,NA,FL,1,junior,S404,1.98,90.73,9.27,NA,NA,NA,@attributes,"Scott, Rick",2022,FL,R,S,2018,2024,90557847.38,89158523.21,1404323.91,1000000,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00043290&cycle=2022,06/30/2022
S001184,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S001184.json,Tim,NA,Scott,NA,1965-09-19,M,R,NA,SenatorTimScott,SenatorTimScott,SenatorTimScott,412471,623506,11940,21173,N00031782,/m/0c407g6,H0SC01279,https://www.scott.senate.gov,NA,https://www.scott.senate.gov/contact/email-me,TRUE,NA,0.624,NA,9,2022,858,15,0,2022-09-13 06:12:21 -0400,ocd-division/country:us/state:sc,104 Hart Senate Office Building,202-224-6121,202-225-3407,SC,3,junior,S365,1.75,92.21,7.79,NA,NA,NA,@attributes,"Scott, Tim",2022,SC,R,S,2013,2022,44307357.48,23433130.62,24753971.92,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00031782&cycle=2022,06/30/2022
S001181,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001181.json,Jeanne,NA,Shaheen,NA,1947-01-28,F,D,NA,SenatorShaheen,SenatorShaheen,senatorshaheen,412323,22850,1663,40906,N00024790,/m/01rrm2,S0NH00219,https://www.shaheen.senate.gov,NA,https://www.shaheen.senate.gov/contact/contact-jeanne,TRUE,NA,-0.237,NA,13,2026,858,43,0,2022-09-13 06:12:18 -0400,ocd-division/country:us/state:nh,506 Hart Senate Office Building,202-224-2841,NA,NH,2,senior,S324,5.01,99.39,0.61,NA,NA,NA,@attributes,"Shaheen, Jeanne",2022,NH,D,S,2008,2026,19557917.06,18474008.27,1274226.74,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00024790&cycle=2022,06/30/2022
S000320,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000320.json,Richard,C.,Shelby,NA,1934-05-06,M,R,,SenShelby,RichardShelby,SenatorRichardShelby,300089,1859,53266,94659,N00009920,/m/020yj1,S6AL00013,https://www.shelby.senate.gov,https://www.shelby.senate.gov/public/?a=rss.feed,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,TRUE,NA,0.448,NA,35,2022,858,68,0,2022-09-13 06:12:15 -0400,ocd-division/country:us/state:al,304 Russell Senate Office Building,202-224-5744,202-224-3416,AL,3,senior,S184,7.93,91.21,8.79,NA,NA,NA,@attributes,"Shelby, Richard C",2022,AL,R,S,1986,2022,286397.81,690931.3,9587104.02,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00009920&cycle=2022,06/30/2022
S001191,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S001191.json,Kyrsten,NA,Sinema,NA,1976-07-12,F,D,NA,SenatorSinema,CongresswomanSinema,repsinema,412509,68489,28338,21300,N00033983,/m/03qnndb,H2AZ09019,https://www.sinema.senate.gov,NA,https://www.sinema.senate.gov/contact-kyrsten,TRUE,NA,-0.104,NA,3,2024,858,35,0,2022-09-13 06:12:32 -0400,ocd-division/country:us/state:az,317 Hart Senate Office Building,202-224-4521,NA,AZ,1,senior,S403,4.08,96.96,3.04,NA,NA,NA,@attributes,"Sinema, Kyrsten",2022,AZ,D,S,2018,2024,31981775.56,26817350.54,7428059.34,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033983&cycle=2022,06/30/2022
S001203,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001203.json,Tina,NA,Smith,NA,1958-03-04,F,D,NA,SenTinaSmith,USSenTinaSmith,NA,412742,111313,152968,41706,N00042353,/m/0127xvy3,S8MN00578,https://www.smith.senate.gov,NA,https://www.smith.senate.gov/contact-tina,TRUE,NA,-0.398,NA,4,2026,858,10,0,2022-09-13 06:12:31 -0400,ocd-division/country:us/state:mn,720 Hart Senate Office Building,202-224-5641,NA,MN,2,junior,S394,1.17,99.17,0.83,NA,NA,NA,@attributes,"Smith, Tina",2022,MN,D,S,2018,2026,17514037.67,17188460.91,759359.36,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00042353&cycle=2022,06/30/2022
S000770,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000770.json,Debbie,NA,Stabenow,NA,1950-04-29,F,D,Senate Democratic Policy & Communications Committee Chair,SenStabenow,SenatorStabenow,senatorstabenow,300093,45451,515,29732,N00004118,/m/01xh64,S8MI00281,https://www.stabenow.senate.gov,NA,https://www.stabenow.senate.gov/contact,TRUE,NA,-0.343,NA,21,2024,858,4,0,2022-09-13 06:12:16 -0400,ocd-division/country:us/state:mi,731 Hart Senate Office Building,202-224-4822,NA,MI,1,senior,S284,0.47,99.53,0.47,NA,NA,NA,@attributes,"Stabenow, Debbie",2022,MI,D,S,2000,2024,17950980.84,17072480.16,4078783.54,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00004118&cycle=2022,06/30/2022
S001198,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001198.json,Dan,NA,Sullivan,NA,1964-11-13,M,R,NA,SenDanSullivan,SenDanSullivan,NA,412665,1023262,114964,41500,N00035774,/m/07s4r4q,S4AK00214,https://www.sullivan.senate.gov,NA,https://www.sullivan.senate.gov/contact/email,TRUE,NA,0.481,NA,7,2026,858,51,0,2022-09-13 06:12:27 -0400,ocd-division/country:us/state:ak,302 Hart Senate Office Building,202-224-3004,NA,AK,2,junior,S383,5.94,87.84,12.16,NA,NA,NA,@attributes,"Sullivan, Dan",2022,AK,R,S,2014,2026,10669911.73,9931079.61,861442.58,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035774&cycle=2022,06/30/2022
T000464,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/T000464.json,Jon,NA,Tester,NA,1956-08-21,M,D,NA,SenatorTester,senatortester,senatorjontester,412244,1020176,20928,40702,N00027605,/m/066cdp,S6MT00162,https://www.tester.senate.gov,https://www.tester.senate.gov/rss/,https://www.tester.senate.gov/?p=email_senator,TRUE,NA,-0.215,NA,15,2024,858,2,0,2022-09-13 06:12:17 -0400,ocd-division/country:us/state:mt,311 Hart Senate Office Building,202-224-2644,NA,MT,1,senior,S314,0.23,97.89,2.11,NA,NA,NA,@attributes,"Tester, Jon",2022,MT,D,S,2006,2024,21972721.76,21262717.86,2260982.25,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00027605&cycle=2022,06/30/2022
T000250,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000250.json,John,NA,Thune,NA,1961-01-07,M,R,Senate Majority Whip,SenJohnThune,NA,johnthune,400546,45552,398,29754,N00004572,/m/03ybyn,S2SD00068,https://www.thune.senate.gov,https://www.thune.senate.gov/public/?a=RSS.Feed,http://www.thune.senate.gov/public/index.cfm/contact,TRUE,NA,0.428,NA,17,2022,858,8,0,2022-09-13 06:12:16 -0400,ocd-division/country:us/state:sd,511 Dirksen Senate Office Building,202-224-2321,202-228-5429,SD,3,senior,S303,0.93,95.58,4.42,NA,NA,NA,@attributes,"Thune, John",2022,SD,R,S,2004,2022,11225385.2,4979223.03,16889094.52,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00004572&cycle=2022,06/30/2022
T000476,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000476.json,Thom,NA,Tillis,NA,1960-08-30,M,R,NA,senthomtillis,SenatorThomTillis,NA,412668,77055,57717,41504,N00035492,/m/0fq0395,S4NC00162,https://www.tillis.senate.gov,NA,https://www.tillis.senate.gov/public/index.cfm/email-me,TRUE,NA,0.401,NA,7,2026,858,50,0,2022-09-13 06:12:27 -0400,ocd-division/country:us/state:nc,113 Dirksen Senate Office Building,202-224-6342,NA,NC,2,junior,S384,5.83,80.08,19.92,NA,NA,NA,@attributes,"Tillis, Thom",2022,NC,R,S,2014,2026,25265043.64,24687208.88,704329.19,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00035492&cycle=2022,06/30/2022
T000461,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000461.json,Patrick,J.,Toomey,NA,1961-11-17,M,R,NA,SenToomey,senatortoomey,sentoomey,400408,7958,24096,29935,N00001489,/m/02_kk7,S4PA00121,https://www.toomey.senate.gov,NA,https://www.toomey.senate.gov/?p=contact,TRUE,NA,0.624,NA,11,2022,858,94,0,2022-09-13 06:12:19 -0400,ocd-division/country:us/state:pa,248 Russell Senate Office Building,202-224-4254,202-228-0284,PA,3,junior,S351,10.96,88.46,11.54,NA,NA,NA,@attributes,"Toomey, Pat",2022,PA,R,S,2010,2022,6486484.25,5432368.88,1181506.2,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00001489&cycle=2022,06/30/2022
T000278,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000278.json,Tommy,NA,Tuberville,NA,1954-09-18,M,R,NA,SenTuberville,NA,NA,456796,NA,188306,NA,N00044434,/m/04tmr4,S0AL00230,https://www.tuberville.senate.gov,https://www.tuberville.senate.gov/feed/?post_type=press_releases,,TRUE,NA,NA,NA,1,2026,858,19,0,2022-09-13 06:12:37 -0400,ocd-division/country:us/state:al,B40a Dirksen Senate Office Building,202-224-4124,NA,AL,2,junior,S412,2.21,89.79,10.21,NA,NA,NA,@attributes,"Tuberville, Tommy",2022,AL,R,S,2020,2026,9216000.21,9126941.53,89058.68,139714.71,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00044434&cycle=2022,06/30/2022
V000128,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/V000128.json,Chris,NA,Van Hollen,NA,1959-01-10,M,D,NA,ChrisVanHollen,chrisvanhollen,RepChrisVanHollen,400415,20756,6098,20330,N00013820,/m/025kb5,H2MD08126,https://www.vanhollen.senate.gov,NA,http://www.vanhollen.senate.gov/contact/email,TRUE,NA,-0.391,NA,5,2022,858,48,0,2022-09-13 06:12:30 -0400,ocd-division/country:us/state:md,110 Hart Senate Office Building,202-224-4654,202-225-0375,MD,3,junior,S390,5.59,99.75,0.25,NA,NA,NA,@attributes,"Van Hollen, Chris",2022,MD,D,S,2016,2022,7961151.29,4381001.91,4059190.5,2209.56,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00013820&cycle=2022,06/29/2022
W000805,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/W000805.json,Mark,NA,Warner,NA,1954-12-15,M,D,NA,MarkWarner,MarkRWarner,SenatorMarkWarner,412321,7630,535,40909,N00002097,/m/024mm1,S6VA00093,https://www.warner.senate.gov,https://www.warner.senate.gov/public/?a=RSS.Feed,http://www.warner.senate.gov/public/index.cfm?p=Contact,TRUE,NA,-0.204,NA,13,2026,858,11,0,2022-09-13 06:12:18 -0400,ocd-division/country:us/state:va,703 Hart Senate Office Building,202-224-2023,NA,VA,2,senior,S327,1.28,99.76,0.24,NA,NA,NA,@attributes,"Warner, Mark",2022,VA,D,S,2008,2026,18188638.51,16962079.89,1967007.92,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00002097&cycle=2022,06/30/2022
W000790,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000790.json,Raphael,NA,Warnock,NA,1969-07-23,M,D,NA,SenatorWarnock,NA,NA,456858,NA,NA,NA,N00046489,/g/11b5lw9q73,S0GA00559,https://www.warnock.senate.gov,https://www.warnock.senate.gov/media/press-releases/feed/,NA,TRUE,NA,NA,NA,1,2022,856,18,0,2022-09-13 06:12:41 -0400,ocd-division/country:us/state:ga,NA,NA,NA,GA,3,,S415,2.1,98.57,1.43,NA,NA,NA,@attributes,"Warnock, Raphael",2022,GA,D,S,2021,2022,60363097.87,41374500.82,22219641.75,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00046489&cycle=2022,06/30/2022
W000817,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000817.json,Elizabeth,NA,Warren,NA,1949-06-22,F,D,NA,SenWarren,senatorelizabethwarren,senelizabethwarren,412542,1023023,141272,41301,N00033492,/m/01qh39,S2MA00170,https://www.warren.senate.gov,https://www.warren.senate.gov/rss/,https://www.warren.senate.gov/?p=email_senator,TRUE,NA,-0.753,NA,9,2024,858,6,0,2022-09-13 06:12:24 -0400,ocd-division/country:us/state:ma,309 Hart Senate Office Building,202-224-4543,NA,MA,1,senior,S366,0.7,97.77,2.23,NA,NA,NA,@attributes,"Warren, Elizabeth",2022,MA,D,S,2012,2024,36165311.5,39060858.45,1950000.42,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00033492&cycle=2022,06/30/2022
W000802,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000802.json,Sheldon,NA,Whitehouse,NA,1955-10-20,M,D,NA,SenWhitehouse,SenatorWhitehouse,SenatorWhitehouse,412247,92235,2572,40704,N00027533,/m/07qw94,S6RI00221,https://www.whitehouse.senate.gov,https://www.whitehouse.senate.gov/rss/feeds/?type=all&cachebuster=1,https://www.whitehouse.senate.gov/contact/email-sheldon,TRUE,NA,-0.354,NA,15,2024,858,12,0,2022-09-13 06:11:42 -0400,ocd-division/country:us/state:ri,530 Hart Senate Office Building,202-224-2921,NA,RI,1,junior,S316,1.4,99.29,0.71,NA,NA,NA,@attributes,"Whitehouse, Sheldon",2022,RI,D,S,2006,2024,6604866.35,6562335.41,1146945.87,0,Center for Responsive Politics,https://www.opensecrets.org/members-of-congress/summary?cid=N00027533&cycle=2022,06/30/2022
