Year,player_name,last_name,first_name,team,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2013,"Kelly, Rowan",Kelly, Rowan,TOR,F,2,0,0,0,0,0,0,0,0
2013,"Kras, Daniel",Kras, Daniel,BUR,T,16,0,0,0,4,0,0,0,0
2013,"Laszkiewicz, Luke",Laszkiewicz, Luke,WHI,AP,1,0,0,0,2,0,0,0,0
2013,"Leclerc, John",Leclerc, John,WHI,AP,2,0,0,0,6,0,0,0,0
2013,"Lewis, Kyle",Lewis, Kyle,MIS,,1,0,0,0,0,0,0,0,0
2013,"Martin, Alex",Martin, Alex,SNA,D,1,0,0,0,0,0,0,0,0
2013,"Martin, Chris",Martin, Chris,WHI,AP,1,0,0,0,5,0,0,0,0
2013,"Martin, Justin",Martin, Justin,BUR,D,1,0,0,0,0,0,0,0,0
2013,"McCarthy, Tyler",McCarthy, Tyler,BRA,T,2,0,0,0,20,0,0,0,0
2013,"McCullough, Jordan",McCullough, Jordan,WHI,AP,2,0,0,0,0,0,0,0,0
2013,"McDonald AP, Blake",McDonald AP, Blake,SNA,,3,0,0,0,2,0,0,0,0
2013,"McKenzie, Nathan",McKenzie, Nathan,TOR,,10,0,0,0,2,0,0,0,0
2013,"McKinnon, Tyler",McKinnon, Tyler,MIS,,1,0,0,0,2,0,0,0,0
2013,"McNutt, Nick",McNutt, Nick,MIS,AP,1,0,0,0,0,0,0,0,0
2013,"McWilliams AP, Mike",McWilliams AP, Mike,BLS,,1,0,0,0,0,0,0,0,0
2013,"Minichiello, Marcus",Minichiello, Marcus,TOR,F,3,0,0,0,0,0,0,0,0
2013,"Mitchell, Mac",Mitchell, Mac,ORA,,2,0,0,0,2,0,0,0,0
2013,"Nolan, Chris",Nolan, Chris,BRA,AP,1,0,0,0,0,0,0,0,0
2013,"Oliver, Josh",Oliver, Josh,MIS,,1,0,0,0,0,0,0,0,0
2013,"Osborne, Jeremy",Osborne, Jeremy,WHI,AP,3,0,0,0,6,0,0,0,0
2013,"Parnham, Brandon",Parnham, Brandon,BLS,D,19,0,0,0,6,0,0,0,0
2013,"Poole AP, Tanner",Poole AP, Tanner,BLS,,1,0,0,0,0,0,0,0,0
2013,"Rodarte, Kits",Rodarte, Kits,MIS,AP,1,0,0,0,2,0,0,0,0
2013,"Rogers, Cameron",Rogers, Cameron,KWE,,1,0,0,0,0,0,0,0,0
2013,"Secord, Spencer AP",Secord, Spencer AP,TOR,F,2,0,0,0,2,0,0,0,0
2013,"Sellars, Hunter",Sellars, Hunter,BRA,AP,1,0,0,0,0,0,0,0,0
2013,"Shears, Jesse",Shears, Jesse,MIS,,1,0,0,0,0,0,0,0,0
2013,"Smith, Matt",Smith, Matt,BRA,AP,1,0,0,0,0,0,0,0,0
2013,"Stewart, Todd",Stewart, Todd,MIS,,12,0,0,0,9,0,0,0,0
2013,"Stroscher, Jake",Stroscher, Jake,TOR,T,2,0,0,0,0,0,0,0,0
2013,"Tamas, Alec",Tamas, Alec,SCA,,2,0,0,0,0,0,0,0,0
2013,"Tansley, Rhys",Tansley, Rhys,SNA,,1,0,0,0,0,0,0,0,0
2013,"Tarbell, Kason",Tarbell, Kason,SNA,D,4,0,0,0,2,0,0,0,0
2013,"Thoms AP, Byson",Thoms AP, Byson,SCA,,1,0,0,0,0,0,0,0,0
2013,"Wilman, Chris",Wilman, Chris,TOR,T,10,0,0,0,2,0,0,0,0
2013,"X Rebelo, Paul",X Rebelo, Paul,TOR,T,4,0,0,0,4,0,0,0,0
2012,"Smith, Dhane",Smith, Dhane,KWE,,19,38,69,107,14,5,12,2,1
2012,"O`Connor, Reilly",O`Connor, Reilly,WHI,,20,25,79,104,8,4,17,1,0
2012,"MacDonald, Shane",MacDonald, Shane,BRA,T,20,37,61,98,38,5,13,2,1
2012,"Cockerton, Mark",Cockerton, Mark,WHI,F,18,45,50,95,4,10,10,4,1
2012,"Knight, Curtis",Knight, Curtis,WHI,F,20,42,53,95,0,4,12,2,1
2012,"Lintner, Dan",Lintner, Dan,WHI,F,20,49,36,85,10,10,8,0,0
2012,"Staats, Randy",Staats, Randy,SNA,F,17,39,46,85,29,6,11,2,1
2012,"Hellyer, Rob",Hellyer, Rob,ORA,T,17,30,52,82,4,5,12,2,0
2012,"Powless, Johnny",Powless, Johnny,SNA,F,14,37,40,77,38,4,11,0,1
2012,"Craig, Daniel",Craig, Daniel,BLS,O,20,34,41,75,4,3,6,0,1
2012,"Keane, Dan",Keane, Dan,BRA,O,17,30,45,75,12,7,9,1,1
2012,"Attwood, Chris",Attwood, Chris,WHI,F,18,33,41,74,27,7,7,1,3
2012,"Ruest, Jacob",Ruest, Jacob,BUR,A,19,39,35,74,11,8,16,2,0
2012,"Adams, Shayne",Adams, Shayne,SNA,F,18,37,36,73,10,9,9,3,1
2012,"Herreweyers, Zach",Herreweyers, Zach,PET,O,16,38,31,69,4,5,10,5,0
2012,"Keenan, Ryan",Keenan, Ryan,WHI,F,19,25,44,69,5,4,11,1,2
2012,"Robertson, Jordan",Robertson, Jordan,TOR,,20,37,32,69,8,8,9,2,0
2012,"Webster, Dylan",Webster, Dylan,BRA,O,20,21,48,69,21,3,4,0,3
2012,"MacGregor, Ryan",MacGregor, Ryan,BUR,O,19,32,36,68,40,2,9,0,1
2012,"Jones, Mitchell",Jones, Mitchell,ORA,T,11,26,41,67,11,4,8,1,2
2012,"Critch, Jordan",Critch, Jordan,ORA,T,16,38,24,62,0,7,6,0,0
2012,"Noble, Jeremy",Noble, Jeremy,ORA,T,9,32,30,62,8,8,6,1,3
2012,"Caravello, Dustin",Caravello, Dustin,ORA,T,20,21,38,59,12,1,5,1,0
2012,"McCann, Wayne",McCann, Wayne,BRA,,19,21,38,59,16,1,9,0,1
2012,"Whitlow, Kyle",Whitlow, Kyle,BLS,O,20,24,35,59,13,1,5,0,0
2012,"Hulbert, Jackson",Hulbert, Jackson,TOR,,19,23,35,58,2,5,8,1,1
2012,"Jackson, Kyle",Jackson, Kyle,KWE,F,14,43,13,56,29,9,3,0,0
2012,"Masterson, Tom",Masterson, Tom,KWE,,19,15,41,56,2,3,8,0,0
2012,"Milligan, Cam",Milligan, Cam,PET,O,18,27,29,56,2,4,7,3,0
2012,"Cloutier, Chris",Cloutier, Chris,KWE,,20,30,24,54,15,2,2,0,0
2012,"Corbett, Patrick",Corbett, Patrick,BUR,T,13,22,31,53,14,8,9,0,2
2012,"Crough, Matt",Crough, Matt,PET,,14,25,28,53,4,6,8,0,0
2012,"Melnychenko, Mike",Melnychenko, Mike,SCA,,18,27,26,53,6,5,5,1,0
2012,"Murphy, Austin",Murphy, Austin,BLS,O,20,11,42,53,12,0,0,0,1
2012,"Daradick, Jordie",Daradick, Jordie,SCA,,17,15,37,52,2,2,9,1,3
2012,"Swift, Jeff",Swift, Jeff,PET,O,18,16,33,49,26,5,6,1,1
2012,"Dance, Jordan",Dance, Jordan,ORA,T,17,12,36,48,12,0,3,0,1
2012,"Johnson, Josh",Johnson, Josh,SNA,F,15,18,30,48,2,7,6,0,1
2012,"Issacs, Kyle",Issacs, Kyle,SNA,T,18,15,32,47,15,2,3,1,5
2012,"Heseltine, Brady",Heseltine, Brady,BRA,O,15,22,24,46,4,5,5,2,1
2012,"St. John, John",St. John, John,KWE,,20,17,29,46,15,2,5,1,0
2012,"McMahon, Cody",McMahon, Cody,ORA,T,14,12,33,45,2,1,5,0,0
2012,"Powless, Quinn",Powless, Quinn,SNA,F,16,16,29,45,4,0,3,2,0
2012,"Warren, Allister",Warren, Allister,TOR,,16,11,34,45,19,3,7,0,0
2012,"Currier, Josh",Currier, Josh,PET,O,14,30,14,44,10,6,3,0,0
2012,"OConnor, Ethan",OConnor, Ethan,BUR,T,20,20,24,44,24,1,1,3,2
2012,"Tutton, Chad",Tutton, Chad,WHI,,19,23,21,44,23,0,1,2,3
2012,"Montour, Brandon",Montour, Brandon,SNA,F,18,9,34,43,9,0,0,0,0
2012,"Squire, Rodd",Squire, Rodd,SNA,D,17,16,27,43,4,0,2,5,1
2012,"Bomberry, Brendan",Bomberry, Brendan,SNA,F,15,13,29,42,36,1,4,0,3
2012,"Cole, Bryan",Cole, Bryan,BUR,T,11,13,25,38,12,1,6,0,0
2012,"Harris, Vaughn",Harris, Vaughn,SNA,F,13,21,17,38,4,3,0,1,1
2012,"Robinson, Brandon",Robinson, Brandon,BRA,T,18,18,20,38,16,0,2,0,0
2012,"Evans, Turner",Evans, Turner,PET,O,10,6,31,37,10,0,9,0,0
2012,"Lomas, Danny",Lomas, Danny,BUR,A,17,18,17,35,37,2,2,0,1
2012,"Davidson, Gregory",Davidson, Gregory,TOR,,19,16,18,34,0,1,1,0,1
2012,"Matthews, Joel",Matthews, Joel,SNA,F,10,18,16,34,46,1,4,1,0
2012,"Sanders, TJ",Sanders, TJ,BLS,F,11,20,14,34,0,3,1,0,0
2012,"Weiss, Nick",Weiss, Nick,PET,T,19,12,22,34,42,0,1,0,3
2012,"Kozak, Todd",Kozak, Todd,BUR,A,16,15,18,33,21,4,4,1,0
2012,"Lubczuk, Alex",Lubczuk, Alex,KWE,F,20,15,18,33,39,0,1,2,0
2012,"Tinney, Joel",Tinney, Joel,BLS,D,11,15,18,33,4,3,1,1,0
2012,"Dakin, Ryan",Dakin, Ryan,SCA,O,14,11,20,31,40,2,9,0,0
2012,"Michel, Dan",Michel, Dan,PET,,18,18,13,31,8,2,4,0,0
2012,"Montag, Conner",Montag, Conner,KWE,,18,9,22,31,2,1,1,0,0
2012,"Benn, Brandon",Benn, Brandon,ORA,T,11,13,17,30,2,1,1,0,1
2012,"Serville, Ryan",Serville, Ryan,WHI,T,11,12,18,30,22,1,0,0,0
2012,"Mawdsley, Mike",Mawdsley, Mike,BLS,D,19,10,19,29,4,0,3,0,0
2012,"Caputo, Philip",Caputo, Philip,BRA,AP,18,18,10,28,6,1,1,1,0
2012,"Oakes, Seth",Oakes, Seth,SNA,F,11,13,15,28,5,3,2,1,1
2012,"Triolo, Mike",Triolo, Mike,KWE,F,18,9,19,28,18,2,2,0,2
2012,"Beaudoin, Nicholas",Beaudoin, Nicholas,SCA,,16,14,12,26,9,2,2,1,0
2012,"Joaquim, Anthony",Joaquim, Anthony,MIS,T,19,15,11,26,22,4,1,4,0
2012,"Bianchin, Gianni",Bianchin, Gianni,BUR,T,11,11,14,25,8,0,1,0,0
2012,"Caravello, Niall",Caravello, Niall,ORA,T,18,8,17,25,11,1,1,0,0
2012,"Currier, Zac",Currier, Zac,PET,,11,19,6,25,37,1,0,0,0
2012,"Ferreira, Tyler",Ferreira, Tyler,BRA,F,17,15,10,25,30,0,0,2,1
2012,"McMahon, Jamie",McMahon, Jamie,ORA,AP,18,10,15,25,2,1,0,0,0
2012,"Hope, Robert",Hope, Robert,PET,D,18,5,19,24,29,2,2,0,4
2012,"Quinlan, Riley",Quinlan, Riley,PET,T,17,4,20,24,18,1,0,0,1
2012,"Wales, Eric",Wales, Eric,BUR,T,16,7,17,24,5,0,0,0,0
2012,"Bennett, Matthew",Bennett, Matthew,BRA,,20,5,18,23,30,0,2,0,0
2012,"Johnson, Jesse",Johnson, Jesse,SNA,T,14,6,17,23,10,0,1,0,0
2012,"Tomkinson, Zach",Tomkinson, Zach,BLS,D,14,4,19,23,7,0,0,0,0
2012,"Apers, Nolan",Apers, Nolan,BUR,A,18,11,11,22,6,2,2,0,0
2012,"Barfoot, Drew",Barfoot, Drew,KWE,,20,11,11,22,20,0,0,1,0
2012,"Sellars, Connor",Sellars, Connor,BRA,F,19,9,13,22,17,1,0,0,0
2012,"Boislard, Thierry",Boislard, Thierry,BLS,D,20,18,3,21,76,0,0,1,0
2012,"Eckert, Matt",Eckert, Matt,ORA,T,13,5,16,21,0,0,1,1,0
2012,"Oliver, Josh",Oliver, Josh,MIS,,8,6,15,21,4,3,0,0,1
2012,"Brooks, Brandon",Brooks, Brandon,SNA,F,6,9,11,20,0,0,0,0,0
2012,"Fournier, Ryan",Fournier, Ryan,TOR,,18,9,11,20,13,1,2,1,0
2012,"Johnson, Brandon",Johnson, Brandon,PET,AP,10,7,13,20,21,0,2,0,0
2012,"Masson, AJ",Masson, AJ,ORA,T,15,11,9,20,15,1,2,0,0
2012,"Shilling, Cam",Shilling, Cam,BLS,O,16,5,15,20,4,1,0,0,0
2012,"Smith, Drake",Smith, Drake,KWE,,15,6,14,20,14,0,1,0,1
2012,"Gatt, Dylan",Gatt, Dylan,SCA,F,18,7,12,19,0,1,2,0,2
2012,"Green, Wenster",Green, Wenster,SNA,D,20,8,11,19,20,0,1,0,2
2012,"Lewis, Garrett",Lewis, Garrett,BLS,AP,7,7,12,19,2,1,3,0,0
2012,"Murphy, Kenny",Murphy, Kenny,BLS,O,20,3,16,19,47,0,0,1,0
2012,"Shanks, Austin",Shanks, Austin,WHI,AP,12,4,15,19,0,0,1,0,0
2012,"Harding, Jake",Harding, Jake,MIS,D,10,9,9,18,6,0,2,0,0
2012,"Roy, Joe",Roy, Joe,MIS,,16,10,8,18,32,1,0,0,0
2012,"Withers, Jake",Withers, Jake,PET,O,16,6,12,18,30,0,4,0,1
2012,"Miles, Patrick",Miles, Patrick,BRA,D,20,6,11,17,62,1,0,0,0
2012,"Miller, Mike",Miller, Mike,SNA,D,19,10,7,17,4,0,1,2,1
2012,"Morlock, Shane",Morlock, Shane,MIS,O,11,4,13,17,2,1,3,0,0
2012,"Noble, Jason",Noble, Jason,ORA,T,16,8,9,17,16,1,2,0,0
2012,"Cox, Miles",Cox, Miles,MIS,T,15,6,10,16,10,0,0,0,1
2012,"Scanlan, Tom",Scanlan, Tom,MIS,O,14,9,7,16,20,4,0,0,0
2012,"Trolley, Kyle",Trolley, Kyle,PET,,9,8,8,16,2,0,1,1,1
2012,"Buswell, Chris",Buswell, Chris,BUR,T,19,9,6,15,52,1,1,0,0
2012,"Elder, Lauchlin",Elder, Lauchlin,BUR,T,12,5,10,15,2,1,1,1,0
2012,"Marasco, Jo Jo",Marasco, Jo Jo,TOR,,11,3,12,15,6,0,1,0,0
2012,"Wilde, Mitch",Wilde, Mitch,WHI,T,19,4,11,15,14,0,1,0,1
2012,"Lindsay, Jay",Lindsay, Jay,KWE,,12,1,13,14,20,0,2,0,0
2012,"Mackay, Ian",Mackay, Ian,ORA,T,13,5,9,14,6,0,0,0,1
2012,"Miller, Zac",Miller, Zac,SNA,F,12,5,9,14,0,0,2,0,0
2012,"Muir, Brooker",Muir, Brooker,SCA,,18,1,13,14,12,0,1,0,0
2012,"Perreira, Kyle",Perreira, Kyle,BRA,AP,12,6,8,14,13,0,0,0,0
2012,"Wallace, Braden",Wallace, Braden,BUR,T,14,4,10,14,22,0,1,0,0
2012,"Cummings, Carter",Cummings, Carter,TOR,,16,8,5,13,0,0,0,1,0
2012,"Kettle, Kaine",Kettle, Kaine,MIS,D,11,10,3,13,10,1,0,1,0
2012,"Lafonte, Tyler",Lafonte, Tyler,PET,T,13,4,9,13,19,1,0,0,0
2012,"MacSpadyen, Ryan",MacSpadyen, Ryan,TOR,,12,3,10,13,0,2,5,0,0
2012,"Rogers, Cameron",Rogers, Cameron,KWE,,14,6,7,13,4,0,0,0,0
2012,"Waud, Daryl",Waud, Daryl,PET,T,6,2,11,13,4,1,1,0,0
2012,"Apperson, Caleb",Apperson, Caleb,KWE,,16,2,10,12,54,0,0,1,1
2012,"Cummings, Chad",Cummings, Chad,KWE,,15,3,9,12,38,0,1,1,0
2012,"French, Joe",French, Joe,TOR,,7,3,9,12,0,0,2,0,0
2012,"OBrien, Joey",OBrien, Joey,MIS,F,20,4,8,12,34,0,1,0,0
2012,"Pleon, Jake",Pleon, Jake,KWE,,17,5,7,12,10,0,0,0,0
2012,"Seneca, Cam",Seneca, Cam,MIS,F,16,5,7,12,9,0,0,0,1
2012,"Smith, Kenzie",Smith, Kenzie,BLS,D,16,9,3,12,31,0,0,0,0
2012,"Ulbikas, Brett",Ulbikas, Brett,BUR,T,16,2,10,12,0,0,0,0,0
2012,"Martin, Stu",Martin, Stu,SNA,T,16,2,9,11,21,0,0,0,0
2012,"McCready, Jake",McCready, Jake,SCA,,16,4,7,11,36,0,1,0,0
2012,"Pitre, Eric",Pitre, Eric,TOR,,17,4,7,11,37,0,0,0,0
2012,"Roche, Tyler",Roche, Tyler,BRA,,15,5,6,11,43,0,0,0,0
2012,"Ruys, Zach",Ruys, Zach,MIS,O,14,4,7,11,61,1,1,0,0
2012,"Spanger, Matt",Spanger, Matt,TOR,,19,4,7,11,6,0,0,0,1
2012,"Burke, Steven",Burke, Steven,BRA,AP,7,0,10,10,4,0,0,0,0
2012,"Curran, Brayden",Curran, Brayden,MIS,,10,2,8,10,8,0,0,0,0
2012,"Filson, Cody",Filson, Cody,BUR,T,16,4,6,10,6,0,0,1,0
2012,"Hossack, Graeme",Hossack, Graeme,WHI,,20,2,8,10,32,0,0,0,0
2012,"Hostrawser, Bill",Hostrawser, Bill,ORA,T,20,0,10,10,73,0,1,0,0
2012,"Myles, Ryan",Myles, Ryan,ORA,AP,14,8,2,10,6,0,0,0,0
2012,"Power, Mike",Power, Mike,WHI,D,19,2,8,10,58,0,0,0,1
2012,"Soubry, Nick",Soubry, Nick,BUR,D,15,1,9,10,18,0,0,0,0
2012,"Thomas, Drew",Thomas, Drew,SCA,,17,4,6,10,27,1,0,0,1
2012,"Gibson, Gareth",Gibson, Gareth,TOR,,17,4,5,9,20,1,0,0,1
2012,"Glover, Will",Glover, Will,BUR,T,18,3,6,9,16,0,0,0,1
2012,"Lindsay, Davin",Lindsay, Davin,WHI,D,15,1,8,9,2,1,2,0,0
2012,"ODonnell, Troy",ODonnell, Troy,BLS,O,7,5,4,9,0,0,0,0,0
2012,"Quarrie, Jake",Quarrie, Jake,BRA,,20,3,6,9,8,0,0,0,0
2012,"Tills, Bailey",Tills, Bailey,SCA,,4,1,8,9,0,0,3,0,0
2012,"Bennett, Andrew",Bennett, Andrew,BRA,,8,3,5,8,0,0,0,0,0
2012,"Burns, Sheldon",Burns, Sheldon,WHI,D,14,5,3,8,12,0,0,0,0
2012,"Elmhirst, Henry",Elmhirst, Henry,PET,AP,16,4,4,8,8,0,0,0,0
2012,"Goss, Blair",Goss, Blair,ORA,T,18,3,5,8,10,0,1,0,0
2012,"Lewandowski, Brett",Lewandowski, Brett,WHI,D,8,3,5,8,2,0,0,0,0
2012,"Morelock, Shane",Morelock, Shane,MIS,,4,2,6,8,0,0,1,0,0
2012,"Albrecht, Tyler",Albrecht, Tyler,BUR,T,4,1,6,7,0,0,1,0,1
2012,"Divitcos, Austin",Divitcos, Austin,ORA,T,14,3,4,7,2,0,0,0,0
2012,"Heseltine, Sandy",Heseltine, Sandy,BRA,,15,3,4,7,19,0,0,0,0
2012,"Kelly, Andrew",Kelly, Andrew,BLS,D,19,2,5,7,17,0,0,0,0
2012,"Layton, Brent",Layton, Brent,BLS,F,7,0,7,7,0,0,0,0,0
2012,"Lindsay, Kyle",Lindsay, Kyle,WHI,F,18,0,7,7,18,0,0,0,1
2012,"Palmer, Zach",Palmer, Zach,WHI,F,2,2,5,7,0,1,0,0,1
2012,"Patterson, Anthony",Patterson, Anthony,SNA,T,6,3,4,7,2,0,0,0,0
2012,"Perry, Curtis",Perry, Curtis,PET,T,20,2,5,7,84,0,0,0,0
2012,"Tutton, Brodie",Tutton, Brodie,WHI,AP,10,2,5,7,8,0,0,0,0
2012,"Ward, Cody",Ward, Cody,SCA,AP,11,2,5,7,10,0,0,0,0
2012,"Beaudoin, Seabastian",Beaudoin, Seabastian,SCA,,15,1,5,6,7,0,1,0,0
2012,"Beck, Eric",Beck, Eric,KWE,D,16,4,2,6,4,0,1,0,0
2012,"Clearwater, Matt",Clearwater, Matt,BRA,,12,2,4,6,23,0,0,0,0
2012,"Horn, Oran",Horn, Oran,MIS,,3,1,5,6,0,0,1,0,0
2012,"McLay, Jake",McLay, Jake,KWE,,18,2,4,6,76,0,0,0,0
2012,"Miller, Danton",Miller, Danton,SNA,,5,4,2,6,2,0,0,0,0
2012,"Rooney, Logan",Rooney, Logan,WHI,F,18,5,1,6,7,0,0,0,0
2012,"Sternberg, Ryne",Sternberg, Ryne,TOR,,18,3,3,6,30,0,1,0,1
2012,"Thompson, Ty",Thompson, Ty,TOR,,3,3,3,6,0,1,0,0,0
2012,"Vyse, Danny",Vyse, Danny,SNA,D,12,2,4,6,70,0,0,0,0
2012,"Adams, Ryan",Adams, Ryan,BUR,T,11,2,3,5,11,0,0,0,0
2012,"Adams, Shayne",Adams, Shayne,SNA,,3,3,2,5,2,0,0,0,0
2012,"Bell, Tyson",Bell, Tyson,SCA,,16,1,4,5,59,0,0,0,0
2012,"Calder, Zach",Calder, Zach,MIS,,4,2,3,5,2,0,0,0,0
2012,"Crepinsek, Eric",Crepinsek, Eric,BUR,D,18,3,2,5,14,0,0,0,0
2012,"Curry, Blake",Curry, Blake,MIS,D,7,3,2,5,15,0,0,0,0
2012,"Donnelly, Jack",Donnelly, Jack,TOR,,16,2,3,5,25,0,0,0,0
2012,"Dupuis, Chad",Dupuis, Chad,BLS,O,8,3,2,5,4,0,0,0,0
2012,"Ferris, Dean",Ferris, Dean,ORA,AP,1,4,1,5,2,0,0,0,0
2012,"Goddard, Dylan",Goddard, Dylan,WHI,AP,1,1,4,5,0,0,0,0,1
2012,"Houtby, Jordan",Houtby, Jordan,SCA,D,10,4,1,5,34,1,0,0,0
2012,"Kri, Bradley",Kri, Bradley,ORA,T,20,2,3,5,15,0,0,0,0
2012,"Martin, Alex",Martin, Alex,SNA,D,15,2,3,5,21,0,0,0,0
2012,"McLeod, Cody",McLeod, Cody,ORA,T,16,1,4,5,0,0,0,0,0
2012,"McQueen, Keyan",McQueen, Keyan,BUR,AP,3,4,1,5,0,0,0,0,0
2012,"Nelson, Markell",Nelson, Markell,BLS,D,18,1,4,5,51,0,0,0,0
2012,"Pace, Brett",Pace, Brett,SCA,,3,2,3,5,2,1,1,0,0
2012,"Parnham, Brandon",Parnham, Brandon,BLS,D,17,0,5,5,13,0,0,0,1
2012,"Reid, Justin",Reid, Justin,BRA,D,8,1,4,5,16,0,0,0,0
2012,"Root, Patrick",Root, Patrick,BUR,T,6,1,4,5,2,0,0,0,1
2012,"Simpson, Shane",Simpson, Shane,SNA,AP,11,5,0,5,8,0,0,1,0
2012,"Stourus, Leo",Stourus, Leo,SNA,D,14,2,3,5,6,0,0,0,0
2012,"Stroscher, Jake",Stroscher, Jake,TOR,,15,2,3,5,0,0,1,0,0
2012,"Aquin, Alexander",Aquin, Alexander,BUR,T,11,0,4,4,32,0,0,0,0
2012,"Baker, Brad",Baker, Brad,PET,D,16,3,1,4,92,0,0,0,0
2012,"Beatty, Justin",Beatty, Justin,MIS,,2,0,4,4,0,0,0,0,0
2012,"Coates, Spencer",Coates, Spencer,SCA,,16,1,3,4,13,0,0,0,0
2012,"Cook, Jake",Cook, Jake,TOR,,14,1,3,4,2,0,0,0,0
2012,"Davis, Braiden",Davis, Braiden,ORA,AP,4,1,3,4,0,0,0,0,0
2012,"Gillies, Brad",Gillies, Brad,ORA,T,17,1,3,4,2,0,0,0,0
2012,"Kloepfer, Rob",Kloepfer, Rob,BLS,D,20,0,4,4,33,0,2,0,0
2012,"Mader, Codi",Mader, Codi,KWE,,11,4,0,4,33,0,0,0,0
2012,"Neeb, Sam",Neeb, Sam,BUR,AP,2,3,1,4,0,0,0,0,0
2012,"Pychel, Justin",Pychel, Justin,SNA,D,14,0,4,4,73,0,0,0,0
2012,"Robinson, Josh",Robinson, Josh,MIS,F,9,2,2,4,0,0,0,0,0
2012,"Searle, Derek",Searle, Derek,SNA,D,9,1,3,4,43,0,0,0,0
2012,"Tanner, Matt",Tanner, Matt,TOR,,17,1,3,4,52,0,0,1,0
2012,"Young, Chris",Young, Chris,BUR,AP,6,1,3,4,6,0,0,0,0
2012,"Butters, Marcus",Butters, Marcus,SCA,,16,2,1,3,44,0,0,0,0
2012,"Callaghan, Ryan",Callaghan, Ryan,BUR,AP,2,1,2,3,0,0,0,0,0
2012,"Clark, Emerson",Clark, Emerson,WHI,T,12,0,3,3,83,0,0,0,1
2012,"Duscio, Mario",Duscio, Mario,KWE,D,19,0,3,3,16,0,0,0,0
2012,"George, Chris",George, Chris,SNA,D,4,1,2,3,12,0,0,0,0
2012,"Gilligan, Tyler",Gilligan, Tyler,WHI,F,6,2,1,3,0,0,0,1,0
2012,"Gilray, Mat",Gilray, Mat,PET,AP,9,0,3,3,4,0,0,0,0
2012,"Hill, Wayne",Hill, Wayne,SNA,F,2,1,2,3,4,0,0,0,0
2012,"Hoggarth, Thomas",Hoggarth, Thomas,PET,AP,5,1,2,3,0,0,0,0,0
2012,"Hossack, Matt",Hossack, Matt,WHI,AP,10,1,2,3,2,0,0,0,1
2012,"Matthews, Joel",Matthews, Joel,SNA,F,2,1,2,3,0,0,0,0,0
2012,"Miller, Johnny",Miller, Johnny,MIS,D,18,0,3,3,71,0,1,0,1
2012,"Montag, Mike",Montag, Mike,KWE,,15,1,2,3,44,0,0,0,0
2012,"Peltzer, Logan",Peltzer, Logan,MIS,,18,1,2,3,14,0,0,0,0
2012,"Shewell, Eric",Shewell, Eric,PET,AP,16,1,2,3,83,0,0,0,0
2012,"Smith, Hayden",Smith, Hayden,ORA,T,10,0,3,3,31,0,0,0,0
2012,"Wilkinson, Jake",Wilkinson, Jake,TOR,,15,0,3,3,0,0,1,0,0
2012,"Willock, Marcus",Willock, Marcus,BLS,D,20,0,3,3,25,0,1,0,0
2012,"Adams, Ryan",Adams, Ryan,BRA,AP,6,2,0,2,2,0,0,0,0
2012,"Allen AP, Spencer",Allen AP, Spencer,SCA,,1,2,0,2,0,0,0,0,0
2012,"Arcan, Nick",Arcan, Nick,BLS,D,9,1,1,2,0,0,0,0,0
2012,"Attwood, Craig",Attwood, Craig,SCA,,16,0,2,2,97,0,0,0,0
2012,"Batten, Jamie",Batten, Jamie,BUR,AP,3,1,1,2,2,0,0,0,0
2012,"Beaver, Lucas",Beaver, Lucas,MIS,F,2,2,0,2,5,0,0,0,0
2012,"Bellamy, Adam",Bellamy, Adam,SCA,,2,2,0,2,0,0,0,0,0
2012,"Berger, Steve",Berger, Steve,MIS,,3,0,2,2,0,0,0,0,0
2012,"Board, Gage",Board, Gage,BRA,,15,0,2,2,0,0,0,0,0
2012,"Bryan, Graham",Bryan, Graham,ORA,T,14,1,1,2,6,1,0,0,0
2012,"Campbell, Greg",Campbell, Greg,BUR,F,1,0,2,2,4,0,0,0,0
2012,"Donner, Adam",Donner, Adam,SCA,,6,1,1,2,9,0,0,0,0
2012,"Farrell, Brendan",Farrell, Brendan,MIS,,5,1,1,2,24,0,0,0,0
2012,"Fitzgerald, Jack",Fitzgerald, Jack,ORA,AP,3,0,2,2,0,0,0,0,0
2012,"Godin, Jordan",Godin, Jordan,BUR,UP,2,0,2,2,0,0,0,0,0
2012,"Hopper, Ike",Hopper, Ike,SNA,F,4,0,2,2,12,0,0,0,1
2012,"Jimmerson, Johnson",Jimmerson, Johnson,SCA,,14,0,2,2,10,0,0,0,1
2012,"Johnston, Dylan",Johnston, Dylan,MIS,D,1,2,0,2,4,0,0,0,0
2012,"Laird, Connor",Laird, Connor,WHI,AP,8,1,1,2,2,0,0,0,0
2012,"Leblanc, Tyler",Leblanc, Tyler,KWE,,1,1,1,2,0,0,0,0,0
2012,"Lemon, Harris",Lemon, Harris,BLS,AP,1,1,1,2,0,0,0,0,0
2012,"Levick, Chad",Levick, Chad,NA,,1,1,1,2,0,0,0,0,0
2012,"Lockhurst, Jared",Lockhurst, Jared,KWE,,1,0,2,2,0,0,0,0,0
2012,"Masterson, Patrick",Masterson, Patrick,BUR,AP,3,1,1,2,0,0,0,0,0
